show_id	type	title	director	country	primary_country	year_added	month_added	release_year	rating	rating_category	duration	duration_int	listed_in	genres	primary_genre	content_length_category	original_vs_licensed
s7955	Movie	Scandal In Sorrento	Dino Risi	Italy, France	Italy	2020	November	1955	Tv-Pg	General	93 min	93.0	Classic Movies, Comedies, Independent Movies	Classic Movies | Comedies | Independent Movies	Classic Movies	Medium	Licensed
s7956	Movie	Scary Movie	Keenen Ivory Wayans	United States	United States	2020	January	2000	R	Mature	88 min	88.0	Comedies, Horror Movies	Comedies | Horror Movies	Comedies	Short	Licensed
s7957	Movie	Scary Movie 5	Malcolm D. Lee	United States	United States	2020	August	2013	Pg-13	Teen	88 min	88.0	Comedies, Horror Movies	Comedies | Horror Movies	Comedies	Short	Licensed
s7958	Movie	SchindlerS List	Steven Spielberg	United States	United States	2018	April	1993	R	Mature	195 min	195.0	Classic Movies, Dramas	Classic Movies | Dramas	Classic Movies	Long	Licensed
s7959	Movie	School Daze	Spike Lee	United States	United States	2020	November	1988	R	Mature	120 min	120.0	Comedies, Dramas	Comedies | Dramas	Comedies	Long	Licensed
s7960	Movie	Scooby-Doo On Zombie Island	Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum	United States	United States	2019	December	1998	Tv-Pg	General	77 min	77.0	Children & Family Movies	Children & Family Movies	Children & Family Movies	Short	Licensed
s7961	Movie	Scott Pilgrim Vs. The World	Edgar Wright	United States, United Kingdom, Canada, Japan	United States	2018	September	2010	Pg-13	Teen	112 min	112.0	Action & Adventure, Comedies, Cult Movies	Action & Adventure | Comedies | Cult Movies	Action & Adventure	Medium	Licensed
s7962	Movie	Scream 2	Wes Craven	United States	United States	2019	October	1997	R	Mature	121 min	121.0	Horror Movies	Horror Movies	Horror Movies	Long	Licensed
s7963	Movie	Scream 3	Wes Craven	United States	United States	2019	July	2000	R	Mature	117 min	117.0	Horror Movies	Horror Movies	Horror Movies	Medium	Licensed
s7964	Movie	Seal Team Six: The Raid On Osama Bin Laden	John Stockwell	United States	United States	2020	January	2012	Tv-Ma	Mature	90 min	90.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Licensed
s7965	Movie	Searching For Bobby Fischer	Steven Zaillian	United States	United States	2020	December	1993	Pg	General	110 min	110.0	Children & Family Movies, Classic Movies, Dramas	Children & Family Movies | Classic Movies | Dramas	Children & Family Movies	Medium	Licensed
s7966	Movie	Searching For Sugar Man	Malik Bendjelloul	Sweden, United Kingdom, Finland	Sweden	2019	December	2012	Pg-13	Teen	86 min	86.0	Documentaries, International Movies, Music & Musicals	Documentaries | International Movies | Music & Musicals	Documentaries	Short	Licensed
s7967	Movie	Season Of The Witch	Dominic Sena	United States	United States	2019	April	2011	Pg-13	Teen	95 min	95.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s7968	Movie	Secret	Jay Chou	Hong Kong, Taiwan	Hong Kong	2018	July	2007	Tv-Pg	General	101 min	101.0	Dramas, International Movies, Music & Musicals	Dramas | International Movies | Music & Musicals	Dramas	Medium	Licensed
s7969	Tv Show	Secret Affair	Unknown	South Korea	South Korea	2017	May	2014	Tv-14	Teen	1 Season	1.0	International Tv Shows, Korean Tv Shows, Romantic Tv Shows	International Tv Shows | Korean Tv Shows | Romantic Tv Shows	International Tv Shows	Series	Licensed
s7970	Movie	Secret In Their Eyes	Billy Ray	United States, United Kingdom, Spain, South Korea	United States	2018	April	2015	Pg-13	Teen	111 min	111.0	Dramas, Thrillers	Dramas | Thrillers	Dramas	Medium	Licensed
s7971	Movie	Secrets Of Althorp - The Spencers	Kasia Uscinska	United States	United States	2017	April	2013	Tv-Pg	General	54 min	54.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7972	Movie	Secrets Of Chatsworth	Susannah Ward	United States	United States	2017	February	2013	Tv-Pg	General	54 min	54.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7973	Movie	Secrets Of Henry ViiiS Palace: Hampton Court	Sam Taplin	United States	United States	2017	February	2013	Tv-Pg	General	54 min	54.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7974	Movie	Secrets Of Her MajestyS Secret Service	Kasia Uscinska	United Kingdom	United Kingdom	2017	February	2014	Tv-Pg	General	55 min	55.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7975	Movie	Secrets Of Highclere Castle	Vicky Matthews	United States	United States	2017	February	2013	Tv-Pg	General	54 min	54.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7976	Movie	Secrets Of Scotland Yard	Susannah Ward	United Kingdom	United Kingdom	2017	April	2013	Tv-14	Teen	55 min	55.0	Documentaries	Documentaries	Documentaries	Short	Licensed
s7977	Movie	Secrets Of Selfridges	Sam Taplin	United States	United States	2017	April	2014	Tv-Pg	General	55 min	55.0	Documentaries	Documentaries	Documentaries	Short	Licensed
s7978	Movie	Secrets Of The Tower Of London	Vicky Matthews	United Kingdom	United Kingdom	2017	February	2013	Tv-Pg	General	55 min	55.0	Documentaries	Documentaries	Documentaries	Short	Licensed
s7979	Movie	Secrets Of Underground London	Vicky Matthews, Gareth Sacala	United Kingdom	United Kingdom	2017	April	2014	Tv-Pg	General	55 min	55.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7980	Movie	Secrets Of Westminster	Louise Wardle	United States, United Kingdom	United States	2017	April	2014	Tv-Pg	General	55 min	55.0	Documentaries, International Movies	Documentaries | International Movies	Documentaries	Short	Licensed
s7981	Movie	Sen Kimsin?	Ozan Açıktan	Turkey	Turkey	2017	March	2012	Tv-14	Teen	102 min	102.0	Comedies, International Movies	Comedies | International Movies	Comedies	Medium	Licensed
s7982	Movie	Senna	Asif Kapadia	United Kingdom, France, United States	United Kingdom	2019	October	2010	Pg-13	Teen	106 min	106.0	Documentaries, International Movies, Sports Movies	Documentaries | International Movies | Sports Movies	Documentaries	Medium	Licensed
s7983	Tv Show	Sensitive Skin	Unknown	Canada	Canada	2019	December	2016	Tv-Ma	Mature	1 Season	1.0	Tv Comedies	Tv Comedies	Tv Comedies	Series	Licensed
s7984	Movie	Septiembre, Un Llanto En Silencio	Kenneth Müller	Guatemala	Guatemala	2018	March	2017	Tv-Ma	Mature	69 min	69.0	Dramas, Independent Movies, International Movies	Dramas | Independent Movies | International Movies	Dramas	Short	Licensed
s7985	Tv Show	Servant Of The People	Unknown	Ukraine	Ukraine	2017	March	2015	Tv-14	Teen	1 Season	1.0	International Tv Shows, Tv Comedies	International Tv Shows | Tv Comedies	International Tv Shows	Series	Licensed
s7986	Movie	Set Up	Mike Gunther	United States	United States	2020	January	2011	R	Mature	85 min	85.0	Action & Adventure	Action & Adventure	Action & Adventure	Short	Licensed
s7987	Movie	Sex And The City 2	Michael Patrick King	United States	United States	2021	January	2010	R	Mature	146 min	146.0	Comedies, Dramas, Romantic Movies	Comedies | Dramas | Romantic Movies	Comedies	Long	Licensed
s7988	Movie	Sex And The City: The Movie	Michael Patrick King	United States	United States	2021	January	2008	R	Mature	145 min	145.0	Comedies, Dramas, Romantic Movies	Comedies | Dramas | Romantic Movies	Comedies	Long	Licensed
s7989	Movie	Sex Doll	Sylvie Verheyde	United Kingdom, France	United Kingdom	2017	July	2016	Ur	Unrated	103 min	103.0	Dramas, International Movies, Romantic Movies	Dramas | International Movies | Romantic Movies	Dramas	Medium	Licensed
s7990	Movie	Sexo, Pudor Y Lagrimas	Antonio Serrano	Mexico	Mexico	2017	December	1999	R	Mature	111 min	111.0	Comedies, Dramas, International Movies	Comedies | Dramas | International Movies	Comedies	Medium	Licensed
s7991	Movie	Sgt. Will Gardner	Max Martini	United States	United States	2019	May	2019	Tv-Ma	Mature	125 min	125.0	Dramas	Dramas	Dramas	Long	Original
s7992	Tv Show	Shadow Of Truth	Unknown	Israel	Israel	2017	January	2016	Tv-Ma	Mature	1 Season	1.0	Crime Tv Shows, Docuseries, International Tv Shows	Crime Tv Shows | Docuseries | International Tv Shows	Crime Tv Shows	Series	Licensed
s7993	Movie	Shahanpan Dega Deva	Sudesh Manjrekar	India	India	2018	January	2011	Tv-14	Teen	115 min	115.0	Comedies, International Movies	Comedies | International Movies	Comedies	Medium	Licensed
s7994	Tv Show	Shaka Zulu	Unknown	Italy, South Africa, West Germany, Australia, United States	Italy	2019	January	1986	Tv-14	Teen	1 Season	1.0	Tv Dramas	Tv Dramas	Tv Dramas	Series	Licensed
s7995	Movie	Shakti: The Power	Krishna Vamshi	India	India	2018	March	2002	Tv-Ma	Mature	168 min	168.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Long	Licensed
s7996	Movie	Shanghai	Dibakar Banerjee	India	India	2018	March	2012	Tv-14	Teen	109 min	109.0	Dramas, Independent Movies, International Movies	Dramas | Independent Movies | International Movies	Dramas	Medium	Licensed
s7997	Movie	Shararat	Gurudev Bhalla	India	India	2018	March	2002	Tv-Pg	General	148 min	148.0	Comedies, International Movies, Music & Musicals	Comedies | International Movies | Music & Musicals	Comedies	Long	Licensed
s7998	Movie	Shark Busters	Herman Yau	Hong Kong	Hong Kong	2018	August	2002	Tv-14	Teen	92 min	92.0	Dramas, International Movies	Dramas | International Movies	Dramas	Medium	Licensed
s7999	Movie	Shark Night	David R. Ellis	United States	United States	2019	November	2011	Pg-13	Teen	91 min	91.0	Horror Movies	Horror Movies	Horror Movies	Medium	Licensed
s8000	Movie	Shaurya: It Takes Courage To Make Right... Right	Samar Khan	India	India	2018	March	2008	Tv-14	Teen	135 min	135.0	Dramas, International Movies	Dramas | International Movies	Dramas	Long	Licensed
s8001	Movie	She Did That	Unknown	United States	United States	2020	February	2019	Tv-Pg	General	71 min	71.0	Documentaries	Documentaries	Documentaries	Short	Licensed
s8002	Movie	Shelter	Måns Mårlind, Björn Stein	United States	United States	2017	December	2010	R	Mature	112 min	112.0	Horror Movies, Thrillers	Horror Movies | Thrillers	Horror Movies	Medium	Licensed
s8003	Tv Show	Sherlock	Unknown	United Kingdom, United States	United Kingdom	2017	May	2017	Tv-14	Teen	4 Seasons	4.0	British Tv Shows, Crime Tv Shows, International Tv Shows	British Tv Shows | Crime Tv Shows | International Tv Shows	British Tv Shows	Series	Original
s8004	Movie	Sherlock Holmes	Guy Ritchie	United States, Germany, United Kingdom, Australia	United States	2021	January	2009	Pg-13	Teen	128 min	128.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Long	Licensed
s8005	Movie	Shiva	Ram Gopal Varma	India	India	2019	December	1990	Tv-Ma	Mature	168 min	168.0	Action & Adventure, Dramas, International Movies	Action & Adventure | Dramas | International Movies	Action & Adventure	Long	Licensed
s8006	Movie	Shopkins: Chef Club	Raymond Mcgrath	United States	United States	2018	November	2016	Tv-Y	Kids	45 min	45.0	Movies	Movies	Movies	Short	Licensed
s8007	Movie	Shopkins: Wild	Adele K. Thomas, Richard Bailey	Australia	Australia	2018	November	2018	Tv-Y	Kids	75 min	75.0	Movies	Movies	Movies	Short	Original
s8008	Movie	Shopkins: World Vacation	Richard Bailey	Australia	Australia	2018	November	2017	Tv-Y	Kids	71 min	71.0	Movies	Movies	Movies	Short	Licensed
s8009	Movie	Shorgul	Jitendra Tiwari, Pranav Singh	India	India	2018	October	2016	Tv-14	Teen	122 min	122.0	Dramas, International Movies	Dramas | International Movies	Dramas	Long	Licensed
s8010	Movie	Short Term 12	Destin Daniel Cretton	United States	United States	2019	July	2013	R	Mature	97 min	97.0	Dramas, Independent Movies	Dramas | Independent Movies	Dramas	Medium	Licensed
s8011	Movie	Shorts	Robert Rodriguez	United States, United Arab Emirates	United States	2019	July	2009	Pg	General	89 min	89.0	Children & Family Movies, Comedies	Children & Family Movies | Comedies	Children & Family Movies	Short	Licensed
s8012	Movie	Shot! The Psycho-Spiritual Mantra Of Rock	Barney Clay	United Kingdom, United States	United Kingdom	2017	August	2016	Tv-Ma	Mature	98 min	98.0	Documentaries, Music & Musicals	Documentaries | Music & Musicals	Documentaries	Medium	Licensed
s8013	Movie	Shuddhi	Adarsh Eshwarappa	India, United States	India	2018	March	2017	Tv-14	Teen	115 min	115.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Licensed
s8014	Movie	Shutter	Banjong Pisanthanakun, Parkpoom Wongpoom	Thailand	Thailand	2018	September	2004	Tv-Ma	Mature	96 min	96.0	Horror Movies, International Movies	Horror Movies | International Movies	Horror Movies	Medium	Licensed
s8015	Movie	Sicilian Ghost Story	Fabio Grassadonia, Antonio Piazza	Italy, France, Switzerland	Italy	2019	July	2017	Tv-Ma	Mature	119 min	119.0	Dramas, International Movies, Thrillers	Dramas | International Movies | Thrillers	Dramas	Medium	Licensed
s8016	Tv Show	Sid The Science Kid	Unknown	United States	United States	2020	March	2008	Tv-Y	Kids	1 Season	1.0	Kids Tv	Kids Tv	Kids Tv	Series	Licensed
s8017	Movie	Siddhant	Vivek Wagh	India	India	2018	October	2014	Tv-G	General	105 min	105.0	Dramas, Independent Movies, International Movies	Dramas | Independent Movies | International Movies	Dramas	Medium	Licensed
s8018	Movie	Silencer	Timothy Woodward Jr.	United States	United States	2018	December	2018	Tv-Ma	Mature	88 min	88.0	Action & Adventure, Independent Movies	Action & Adventure | Independent Movies	Action & Adventure	Short	Original
s8019	Movie	Silent Hill: Revelation	M.J. Bassett	Canada, France, United States	Canada	2019	December	2012	R	Mature	94 min	94.0	Horror Movies	Horror Movies	Horror Movies	Medium	Licensed
s8020	Movie	Silicon Cowboys	Jason Cohen	United States	United States	2017	April	2016	Tv-Pg	General	77 min	77.0	Documentaries	Documentaries	Documentaries	Short	Licensed
s8021	Tv Show	Silver Spoon	Unknown	Russia	Russia	2017	September	2015	Tv-Ma	Mature	2 Seasons	2.0	Crime Tv Shows, International Tv Shows, Tv Action & Adventure	Crime Tv Shows | International Tv Shows | Tv Action & Adventure	Crime Tv Shows	Series	Licensed
s8022	Tv Show	Sin Senos No Hay Paraíso	Unknown	Colombia, Mexico, United States	Colombia	2017	May	2008	Tv-14	Teen	1 Season	1.0	International Tv Shows, Spanish-Language Tv Shows, Tv Dramas	International Tv Shows | Spanish-Language Tv Shows | Tv Dramas	International Tv Shows	Series	Licensed
s8023	Tv Show	Sin Senos Sí Hay Paraíso	Unknown	United States, Colombia	United States	2019	January	2018	Tv-Ma	Mature	3 Seasons	3.0	International Tv Shows, Spanish-Language Tv Shows, Tv Dramas	International Tv Shows | Spanish-Language Tv Shows | Tv Dramas	International Tv Shows	Series	Licensed
s8024	Movie	Singh Saab The Great	Anil Sharma	India	India	2017	July	2013	Tv-14	Teen	143 min	143.0	Action & Adventure, Dramas, International Movies	Action & Adventure | Dramas | International Movies	Action & Adventure	Long	Licensed
s8025	Movie	Single	Raditya Dika	Indonesia	Indonesia	2018	September	2015	Tv-Pg	General	127 min	127.0	Comedies, International Movies, Romantic Movies	Comedies | International Movies | Romantic Movies	Comedies	Long	Licensed
s8026	Movie	Singularity	Robert Kouba	Switzerland, United States	Switzerland	2018	June	2017	Pg-13	Teen	92 min	92.0	Action & Adventure, Dramas, Sci-Fi & Fantasy	Action & Adventure | Dramas | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s8027	Movie	Sinister Circle	Dorian Fernández-Moris	Peru	Peru	2019	October	2017	Tv-Ma	Mature	87 min	87.0	Horror Movies, International Movies	Horror Movies | International Movies	Horror Movies	Short	Licensed
s8028	Movie	Siren	Gregg Bishop	United States	United States	2020	January	2016	Tv-Ma	Mature	83 min	83.0	Horror Movies	Horror Movies	Horror Movies	Short	Licensed
s8029	Movie	Sister Code	Corey Grant	United States	United States	2016	February	2015	R	Mature	95 min	95.0	Comedies, Dramas, Romantic Movies	Comedies | Dramas | Romantic Movies	Comedies	Medium	Licensed
s8030	Movie	Skin Trade	Ekachai Uekrongtham	Thailand, Canada, United States	Thailand	2018	December	2014	R	Mature	96 min	96.0	Action & Adventure	Action & Adventure	Action & Adventure	Medium	Licensed
s8031	Tv Show	Skin Wars	Unknown	United States	United States	2016	October	2016	Tv-14	Teen	3 Seasons	3.0	Reality Tv	Reality Tv	Reality Tv	Series	Original
s8032	Tv Show	Skin Wars: Fresh Paint	Unknown	United States	United States	2018	December	2016	Tv-14	Teen	1 Season	1.0	Reality Tv	Reality Tv	Reality Tv	Series	Licensed
s8033	Movie	Skiptrace	Renny Harlin	China, Hong Kong, United States	China	2019	July	2016	Pg-13	Teen	107 min	107.0	Action & Adventure, Comedies	Action & Adventure | Comedies	Action & Adventure	Medium	Licensed
s8034	Movie	Sky On Fire	Ringo Lam	China, Hong Kong	China	2017	August	2016	Tv-Ma	Mature	100 min	100.0	Action & Adventure, International Movies	Action & Adventure | International Movies	Action & Adventure	Medium	Licensed
s8035	Movie	Skydancers	Fredric Lean	United States, France	United States	2018	June	2014	Tv-G	General	49 min	49.0	Documentaries, Sports Movies	Documentaries | Sports Movies	Documentaries	Short	Licensed
s8036	Movie	Skyline	Colin Strause, Greg Strause	United States	United States	2019	January	2010	Pg-13	Teen	94 min	94.0	Action & Adventure, Sci-Fi & Fantasy	Action & Adventure | Sci-Fi & Fantasy	Action & Adventure	Medium	Licensed
s8037	Movie	Sleeping With Other People	Leslye Headland	United States	United States	2017	October	2015	R	Mature	101 min	101.0	Comedies, Dramas, Independent Movies	Comedies | Dramas | Independent Movies	Comedies	Medium	Licensed
s8038	Movie	Sleepover	Joe Nussbaum	United States	United States	2020	March	2004	Pg	General	89 min	89.0	Comedies, Romantic Movies	Comedies | Romantic Movies	Comedies	Short	Licensed
s8039	Movie	Sling Blade	Billy Bob Thornton	United States	United States	2019	November	1996	R	Mature	135 min	135.0	Dramas, Independent Movies	Dramas | Independent Movies	Dramas	Long	Licensed
s8040	Movie	Sliver	Phillip Noyce	United States	United States	2020	January	1993	R	Mature	107 min	107.0	Thrillers	Thrillers	Thrillers	Medium	Licensed
